,0
584,3
585,1
586,3
587,3
588,5
589,1
590,3
591,1
592,5
593,1
594,4
595,3
596,3
597,4
598,3
599,4
600,4
601,4
602,4
603,5
604,1
605,5
606,5
607,5
608,4
609,1
610,4
611,3
612,5
613,5
614,3
615,4
616,2
617,5
618,5
619,5
620,1
621,3
622,5
623,3
624,5
625,5
626,4
627,3
628,3
629,3
630,2
631,5
632,1
633,1
634,1
635,5
636,5
637,5
638,3
639,4
640,3
641,5
642,5
643,3
644,2
645,3
646,3
647,4
648,5
649,5
650,3
651,5
652,5
653,4
654,3
655,1
656,5
657,3
658,1
659,5
660,1
661,3
662,5
663,4
664,5
665,3
666,3
667,3
668,4
669,5
670,5
671,5
672,2
673,2
674,5
675,3
676,1
677,5
678,4
679,3
680,4
681,3
682,4
683,3
684,3
685,5
686,1
687,4
688,3
689,5
690,1
691,3
692,5
693,5
694,4
695,3
696,1
697,5
698,1
699,5
700,5
701,5
702,1
703,4
704,5
705,1
706,1
707,5
708,3
709,3
710,4
711,5
712,5
713,1
714,5
715,4
716,5
717,5
718,5
719,5
720,3
721,3
722,1
723,4
724,5
725,4
726,1
727,3
728,5
729,4
730,5
731,1
732,3
733,3
734,4
735,5
736,2
737,1
738,5
739,3
740,1
741,1
742,4
743,4
744,1
745,4
746,5
747,3
748,3
749,5
750,2
751,3
752,4
753,5
754,3
755,3
756,5
757,4
758,1
759,5
760,5
761,3
762,5
763,1
764,2
765,4
766,3
767,5
768,5
769,1
770,5
771,5
772,5
773,3
774,3
775,5
776,4
777,5
778,3
779,1
780,1
781,5
782,5
783,1
784,1
785,3
786,5
787,4
788,4
789,4
790,3
791,4
792,5
793,5
794,3
795,3
796,5
797,3
798,5
799,3
800,4
801,5
802,5
803,5
804,1
805,5
806,3
807,4
808,5
809,5
810,5
811,2
812,3
813,5
814,1
815,1
816,4
817,4
818,1
819,5
820,2
821,1
822,1
823,3
824,3
825,4
826,4
827,4
828,4
829,1
830,5
831,1
832,4
833,1
834,2
835,3
836,2
837,3
838,3
839,4
840,1
841,3
842,3
843,5
844,5
845,1
846,4
847,4
848,4
849,5
850,5
851,3
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,5
860,4
861,1
862,5
863,3
864,1
865,5
866,5
867,4
868,1
869,4
870,1
871,2
872,5
873,4
874,5
875,4
876,4
877,4
878,4
879,1
880,4
881,2
882,1
883,1
884,4
885,4
886,5
887,5
888,5
889,5
890,1
891,3
892,5
893,2
894,5
895,5
896,5
897,3
898,4
899,3
900,5
901,4
902,4
903,3
904,3
905,3
906,3
907,4
908,5
909,5
910,2
911,1
912,3
913,5
914,4
915,3
916,3
917,3
918,2
919,5
920,2
921,1
922,1
923,3
924,4
925,4
926,5
927,4
928,5
929,1
930,4
931,2
932,4
933,4
934,3
935,2
936,2
937,1
938,1
939,4
940,4
941,2
942,4
943,3
944,3
945,3
946,3
947,5
948,5
949,5
950,1
951,4
952,5
953,3
954,5
955,5
956,3
957,5
958,5
959,3
960,4
961,5
962,4
963,5
964,1
965,3
966,5
967,2
968,1
969,5
970,5
971,5
972,3
973,5
974,5
975,5
976,3
977,4
978,5
979,4
980,3
981,1
982,3
983,5
984,1
985,1
986,2
987,3
988,3
989,4
990,5
991,5
992,3
993,1
994,3
995,3
996,5
997,4
998,2
999,1
