,0
584,5
585,2
586,2
587,3
588,3
589,3
590,3
591,2
592,4
593,5
594,3
595,3
596,3
597,4
598,1
599,3
600,5
601,3
602,3
603,2
604,1
605,3
606,4
607,3
608,5
609,4
610,1
611,3
612,3
613,1
614,3
615,1
616,3
617,3
618,4
619,2
620,2
621,3
622,4
623,2
624,4
625,3
626,4
627,4
628,3
629,3
630,3
631,4
632,3
633,3
634,1
635,4
636,4
637,1
638,2
639,2
640,1
641,1
642,5
643,3
644,2
645,1
646,4
647,2
648,4
649,3
650,2
651,4
652,4
653,5
654,3
655,4
656,2
657,2
658,2
659,1
660,5
661,4
662,3
663,3
664,2
665,3
666,3
667,3
668,4
669,3
670,2
671,1
672,4
673,1
674,3
675,5
676,3
677,3
678,3
679,3
680,3
681,3
682,4
683,3
684,3
685,3
686,1
687,3
688,3
689,5
690,2
691,3
692,3
693,5
694,2
695,4
696,3
697,5
698,1
699,3
700,5
701,4
702,1
703,2
704,3
705,2
706,3
707,4
708,3
709,4
710,1
711,4
712,4
713,2
714,3
715,2
716,5
717,2
718,3
719,4
720,3
721,3
722,4
723,4
724,2
725,4
726,4
727,4
728,4
729,3
730,3
731,4
732,4
733,3
734,4
735,4
736,3
737,1
738,4
739,2
740,4
741,2
742,4
743,3
744,2
745,4
746,3
747,3
748,4
749,4
750,3
751,2
752,2
753,2
754,3
755,5
756,5
757,3
758,1
759,4
760,3
761,2
762,4
763,1
764,4
765,2
766,4
767,5
768,4
769,1
770,5
771,4
772,3
773,4
774,3
775,2
776,5
777,3
778,4
779,3
780,5
781,1
782,3
783,4
784,2
785,2
786,3
787,4
788,1
789,5
790,4
791,3
792,2
793,4
794,3
795,3
796,3
797,3
798,2
799,3
800,3
801,2
802,2
803,3
804,4
805,3
806,4
807,3
808,4
809,3
810,2
811,1
812,3
813,3
814,4
815,3
816,3
817,5
818,3
819,4
820,1
821,3
822,2
823,5
824,3
825,4
826,2
827,4
828,3
829,4
830,5
831,2
832,5
833,1
834,2
835,1
836,2
837,4
838,3
839,3
840,5
841,4
842,3
843,4
844,4
845,1
846,3
847,3
848,4
849,3
850,1
851,4
852,4
853,3
854,1
855,3
856,3
857,3
858,3
859,4
860,3
861,4
862,2
863,5
864,3
865,3
866,3
867,5
868,1
869,3
870,3
871,4
872,3
873,3
874,3
875,4
876,3
877,4
878,1
879,5
880,3
881,2
882,2
883,5
884,5
885,3
886,3
887,5
888,4
889,3
890,3
891,3
892,2
893,1
894,5
895,4
896,4
897,3
898,4
899,4
900,3
901,5
902,3
903,5
904,1
905,3
906,4
907,3
908,3
909,2
910,1
911,4
912,2
913,3
914,2
915,2
916,4
917,1
918,5
919,5
920,2
921,2
922,5
923,4
924,3
925,3
926,3
927,2
928,4
929,2
930,4
931,4
932,5
933,1
934,1
935,3
936,2
937,1
938,1
939,2
940,3
941,2
942,4
943,4
944,4
945,3
946,4
947,3
948,3
949,2
950,3
951,4
952,3
953,4
954,4
955,1
956,4
957,3
958,5
959,2
960,2
961,4
962,4
963,2
964,3
965,1
966,4
967,4
968,4
969,3
970,2
971,5
972,4
973,5
974,4
975,5
976,3
977,2
978,5
979,1
980,3
981,2
982,2
983,5
984,1
985,3
986,3
987,1
988,2
989,5
990,2
991,3
992,4
993,2
994,3
995,3
996,4
997,2
998,4
999,3
