,0
349,4
350,3
351,3
352,5
353,4
354,2
355,2
356,3
357,2
358,3
359,2
360,2
361,2
362,3
363,3
364,3
365,2
366,2
367,2
368,1
369,3
370,4
371,2
372,4
373,3
374,2
375,2
376,3
377,3
378,1
379,3
380,2
381,2
382,1
383,2
384,1
385,3
386,5
387,1
388,2
389,2
390,2
391,4
392,4
393,2
394,4
395,1
396,3
397,2
398,2
399,1
400,2
401,2
402,3
403,1
404,4
405,4
406,2
407,3
408,3
409,4
410,2
411,3
412,4
413,3
414,3
415,3
416,1
417,4
418,2
419,3
420,1
421,5
422,3
423,3
424,1
425,4
426,3
427,2
428,3
429,2
430,4
431,1
432,2
433,2
434,4
435,1
436,3
437,4
438,1
439,2
440,3
441,3
442,2
443,3
444,3
445,1
446,4
447,3
448,3
449,2
450,2
451,2
452,1
453,2
454,2
455,3
456,4
457,1
458,3
459,2
460,2
461,3
462,3
463,3
464,3
465,2
466,2
467,4
468,2
469,3
470,4
471,5
472,4
473,5
474,3
475,4
476,4
477,3
478,2
479,2
480,3
481,3
482,3
483,2
484,3
485,3
486,4
487,4
488,2
489,3
490,2
491,3
492,3
493,2
494,4
495,4
496,3
497,3
498,2
499,3
500,3
501,2
502,2
503,3
504,4
505,3
506,1
507,2
508,3
509,2
510,3
511,3
512,3
513,3
514,3
515,3
516,3
517,3
518,2
519,1
520,1
521,2
522,2
523,1
524,2
525,2
526,2
527,2
528,3
529,2
530,3
531,3
532,3
533,2
534,3
535,3
536,2
537,3
538,3
539,2
540,4
541,3
542,2
543,3
544,2
545,3
546,3
547,5
548,1
549,3
550,4
551,4
552,3
553,1
554,5
555,4
556,2
557,1
558,3
559,3
560,5
561,2
562,5
563,3
564,3
565,3
566,2
567,5
568,2
569,2
570,3
571,2
572,4
573,1
574,1
575,3
576,3
577,2
578,2
579,2
580,1
581,2
582,3
583,2
584,4
585,1
586,1
587,2
588,4
589,1
590,2
591,1
592,3
593,3
594,3
595,3
596,2
597,4
598,2
599,2
600,2
601,3
602,2
603,2
604,2
605,1
606,5
607,4
608,2
609,2
610,3
611,1
612,3
613,1
614,3
615,1
616,2
617,5
618,2
619,1
620,1
621,2
622,2
623,3
624,3
625,3
626,1
627,2
628,3
629,3
630,2
631,4
632,1
633,1
634,1
635,3
636,3
637,1
638,2
639,2
640,3
641,2
642,4
643,4
644,1
645,2
646,3
647,3
648,4
649,5
650,1
651,4
652,3
653,3
654,2
655,2
656,5
657,2
658,1
659,3
660,1
661,1
662,5
663,3
664,3
665,4
666,3
667,2
668,3
669,1
670,2
671,1
672,1
673,1
674,3
675,1
676,3
677,3
678,3
679,3
680,2
681,2
682,2
683,3
684,2
685,3
686,2
687,3
688,2
689,5
690,2
691,2
692,2
693,5
694,4
695,4
696,2
697,5
698,2
699,3
700,1
701,2
702,1
703,1
704,2
705,3
706,1
707,1
708,1
709,5
710,1
711,2
712,3
713,1
714,2
715,3
716,1
717,3
718,3
719,4
720,2
721,3
722,2
723,3
724,4
725,3
726,2
727,2
728,4
729,2
730,3
731,1
732,2
733,4
734,4
735,3
736,1
737,2
738,5
739,3
740,2
741,2
742,2
743,2
744,1
745,3
746,1
747,2
748,3
749,4
750,2
751,3
752,2
753,2
754,2
755,4
756,4
757,4
758,2
759,2
760,5
761,3
762,4
763,2
764,3
765,3
766,2
767,5
768,2
769,1
770,3
771,5
772,2
773,4
774,2
775,2
776,3
777,2
778,4
779,2
780,1
781,3
782,3
783,3
784,4
785,2
786,1
787,2
788,1
789,3
790,3
791,1
792,2
793,2
794,2
795,2
796,4
797,3
798,3
799,3
800,2
801,5
802,3
803,5
804,1
805,3
806,3
807,3
808,3
809,4
810,1
811,3
812,3
813,2
814,1
815,2
816,2
817,4
818,3
819,2
820,2
821,2
822,3
823,3
824,3
825,4
826,2
827,2
828,4
829,3
830,4
831,3
832,3
833,2
834,2
835,2
836,1
837,5
838,3
839,1
840,3
841,3
842,2
843,3
844,4
845,1
846,1
847,3
848,3
849,2
850,2
851,1
852,4
853,3
854,1
855,2
856,1
857,3
858,4
859,3
860,1
861,1
862,2
863,5
864,3
865,2
866,4
867,1
868,2
869,4
870,2
871,2
872,2
873,4
874,4
875,4
876,3
877,3
878,3
879,2
880,1
881,1
882,2
883,3
884,2
885,3
886,4
887,4
888,2
889,3
890,3
891,3
892,5
893,1
894,4
895,2
896,2
897,2
898,4
899,4
900,2
901,2
902,3
903,1
904,2
905,3
906,2
907,3
908,4
909,2
910,2
911,2
912,2
913,2
914,4
915,2
916,2
917,3
918,4
919,4
920,1
921,2
922,1
923,1
924,2
925,3
926,3
927,3
928,2
929,3
930,3
931,2
932,3
933,2
934,3
935,1
936,3
937,1
938,1
939,2
940,3
941,2
942,3
943,3
944,4
945,3
946,2
947,3
948,1
949,1
950,2
951,1
952,3
953,3
954,3
955,1
956,2
957,3
958,2
959,2
960,3
961,4
962,1
963,3
964,2
965,3
966,3
967,1
968,1
969,3
970,1
971,3
972,2
973,3
974,2
975,3
976,1
977,4
978,3
979,1
980,3
981,2
982,2
983,2
984,1
985,2
986,3
987,3
988,3
989,2
990,3
991,4
992,2
993,1
994,2
995,2
996,4
997,2
998,3
999,3
