,0
305,2
306,3
307,5
308,2
309,3
310,5
311,4
312,4
313,4
314,3
315,5
316,2
317,3
318,2
319,3
320,3
321,2
322,5
323,5
324,3
325,5
326,3
327,2
328,2
329,4
330,1
331,5
332,3
333,3
334,3
335,3
336,1
337,2
338,1
339,3
340,3
341,3
342,1
343,2
344,1
345,4
346,3
347,3
348,4
349,3
350,2
351,3
352,5
353,5
354,3
355,2
356,4
357,2
358,3
359,3
360,3
361,4
362,3
363,3
364,3
365,3
366,3
367,3
368,2
369,3
370,5
371,3
372,3
373,3
374,2
375,2
376,4
377,3
378,1
379,3
380,2
381,1
382,3
383,2
384,2
385,3
386,5
387,2
388,3
389,3
390,3
391,4
392,5
393,1
394,3
395,3
396,2
397,3
398,2
399,3
400,4
401,2
402,3
403,1
404,4
405,5
406,3
407,5
408,3
409,4
410,4
411,5
412,3
413,3
414,4
415,4
416,1
417,3
418,2
419,3
420,4
421,5
422,4
423,3
424,1
425,5
426,4
427,3
428,4
429,2
430,4
431,1
432,3
433,2
434,5
435,2
436,4
437,4
438,1
439,2
440,4
441,5
442,3
443,4
444,3
445,1
446,3
447,3
448,3
449,3
450,3
451,3
452,1
453,3
454,4
455,3
456,4
457,1
458,3
459,2
460,1
461,5
462,1
463,5
464,3
465,3
466,2
467,3
468,1
469,2
470,4
471,5
472,5
473,4
474,2
475,3
476,3
477,2
478,2
479,2
480,2
481,3
482,3
483,2
484,5
485,3
486,5
487,4
488,3
489,3
490,3
491,2
492,1
493,2
494,5
495,3
496,3
497,2
498,3
499,3
500,2
501,3
502,2
503,3
504,4
505,2
506,3
507,1
508,5
509,3
510,3
511,3
512,4
513,4
514,3
515,3
516,5
517,3
518,2
519,2
520,2
521,2
522,3
523,1
524,2
525,4
526,3
527,2
528,3
529,3
530,3
531,3
532,4
533,3
534,4
535,2
536,2
537,2
538,2
539,2
540,4
541,5
542,2
543,3
544,3
545,3
546,3
547,5
548,1
549,2
550,4
551,3
552,2
553,1
554,3
555,5
556,2
557,3
558,3
559,3
560,5
561,2
562,5
563,3
564,3
565,3
566,1
567,5
568,2
569,3
570,3
571,3
572,4
573,2
574,2
575,3
576,3
577,2
578,3
579,3
580,2
581,3
582,3
583,2
584,5
585,2
586,3
587,2
588,4
589,2
590,3
591,1
592,3
593,3
594,4
595,2
596,1
597,3
598,2
599,1
600,3
601,3
602,2
603,3
604,2
605,2
606,5
607,4
608,3
609,3
610,3
611,2
612,3
613,2
614,3
615,2
616,1
617,5
618,2
619,1
620,1
621,3
622,3
623,2
624,3
625,5
626,3
627,3
628,4
629,3
630,2
631,3
632,2
633,1
634,1
635,2
636,4
637,1
638,1
639,2
640,3
641,2
642,4
643,3
644,2
645,3
646,3
647,4
648,4
649,5
650,3
651,5
652,4
653,3
654,4
655,3
656,5
657,3
658,1
659,3
660,2
661,2
662,5
663,3
664,4
665,3
666,3
667,2
668,3
669,5
670,3
671,2
672,2
673,1
674,3
675,2
676,3
677,3
678,2
679,3
680,2
681,1
682,3
683,3
684,1
685,5
686,1
687,3
688,2
689,4
690,3
691,2
692,3
693,5
694,4
695,4
696,3
697,5
698,2
699,3
700,1
701,2
702,1
703,3
704,3
705,2
706,1
707,1
708,3
709,4
710,2
711,3
712,5
713,1
714,3
715,3
716,2
717,3
718,2
719,4
720,3
721,3
722,2
723,3
724,3
725,3
726,3
727,3
728,2
729,2
730,3
731,1
732,5
733,3
734,5
735,2
736,2
737,2
738,5
739,2
740,2
741,1
742,4
743,3
744,3
745,3
746,3
747,1
748,3
749,4
750,3
751,4
752,3
753,3
754,2
755,5
756,5
757,4
758,1
759,2
760,4
761,4
762,5
763,1
764,4
765,5
766,3
767,5
768,2
769,2
770,4
771,4
772,3
773,3
774,2
775,2
776,3
777,3
778,4
779,1
780,2
781,3
782,3
783,3
784,2
785,2
786,3
787,4
788,3
789,3
790,4
791,1
792,4
793,2
794,3
795,2
796,2
797,5
798,4
799,5
800,3
801,5
802,3
803,5
804,2
805,3
806,5
807,4
808,3
809,5
810,2
811,2
812,3
813,3
814,3
815,3
816,2
817,5
818,3
819,5
820,3
821,2
822,2
823,3
824,4
825,5
826,2
827,3
828,4
829,3
830,3
831,4
832,2
833,2
834,2
835,3
836,1
837,5
838,3
839,3
840,4
841,4
842,2
843,3
844,5
845,1
846,2
847,4
848,3
849,3
850,3
851,3
852,5
853,5
854,2
855,3
856,4
857,3
858,3
859,5
860,2
861,2
862,1
863,5
864,3
865,2
866,3
867,1
868,2
869,5
870,3
871,2
872,3
873,4
874,3
875,4
876,3
877,5
878,3
879,2
880,1
881,2
882,3
883,3
884,2
885,3
886,3
887,5
888,3
889,3
890,2
891,3
892,3
893,2
894,3
895,2
896,2
897,3
898,5
899,5
900,3
901,2
902,3
903,2
904,3
905,3
906,3
907,4
908,5
909,3
910,2
911,1
912,3
913,2
914,3
915,2
916,3
917,3
918,5
919,5
920,1
921,2
922,3
923,2
924,2
925,3
926,5
927,4
928,5
929,3
930,2
931,3
932,3
933,3
934,3
935,2
936,2
937,1
938,1
939,2
940,5
941,2
942,3
943,2
944,5
945,3
946,2
947,2
948,1
949,2
950,3
951,1
952,3
953,3
954,4
955,3
956,2
957,3
958,3
959,2
960,2
961,4
962,3
963,3
964,3
965,3
966,2
967,2
968,1
969,2
970,3
971,3
972,3
973,3
974,3
975,4
976,2
977,3
978,5
979,3
980,2
981,2
982,3
983,3
984,2
985,3
986,4
987,3
988,3
989,2
990,3
991,2
992,3
993,2
994,3
995,2
996,5
997,3
998,3
999,3
