,0
962,1
963,3
964,1
965,3
966,4
967,2
968,1
969,3
970,3
971,3
972,3
973,4
974,2
975,4
976,2
977,3
978,4
979,1
980,3
981,5
982,3
983,2
984,1
985,2
986,3
987,3
988,3
989,2
990,3
991,2
992,2
993,1
994,2
995,3
996,4
997,2
998,2
999,4
